balancing_authority,date,daily_peak_mw,daily_min_mw,daily_max_ramp_mw,daily_ramp_std,hours_observed,daily_range_mw,pct_hours_near_peak,z_daily_peak_mw,z_daily_max_ramp_mw,z_pct_hours_near_peak,fragility_z,fragility_01
PJM,2025-08-15,145797.0,91587.0,8031.0,4818.640900567626,24,54210.0,0.20833333333333334,2.072386845382322,1.675590520687108,-0.4227853848763688,3.3251919811930617,0.7671734231648798
PJM,2025-08-16,139995.0,92385.0,7562.0,4846.320458213185,24,47610.0,0.2916666666666667,1.744120270443808,1.3322963458160724,0.21392653054302538,3.290343146802906,0.7637340334575717
PJM,2025-08-17,138283.0,88712.0,6893.0,4741.194717158798,24,49571.0,0.20833333333333334,1.6472584337849425,0.8426080665224203,-0.4227853848763688,2.067081115430994,0.6430047490017943
PJM,2025-08-18,130576.0,92043.0,7032.0,3674.271556514909,24,38533.0,0.08333333333333333,1.2112104342931935,0.9443519690961387,-1.37785325800546,0.7777091453838723,0.5157507745066128
PJM,2025-08-19,121549.0,85814.0,6596.0,3506.759081981248,24,35735.0,0.2916666666666667,0.7004792429850294,0.6252128214548349,0.21392653054302538,1.5396185949828896,0.590947077760644
PJM,2025-08-20,117033.0,87012.0,6134.0,3072.332663984876,24,30021.0,0.2916666666666667,0.4449722018919012,0.2870424402385909,0.21392653054302538,0.9459411726735174,0.5323543571866418
PJM,2025-08-21,111418.0,83613.0,5411.0,2744.6908421242238,24,27805.0,0.125,0.12728574579404578,-0.24217224724916764,-1.059497300295763,-1.174383801750885,0.32308985750387115
PJM,2025-08-22,118284.0,80082.0,4694.0,2990.034927513995,24,38202.0,0.16666666666666666,0.5157514995906398,-0.7669951116042476,-0.741141342586066,-0.9923849545996738,0.34105215014831747
PJM,2025-08-23,114688.0,78208.0,6519.0,3637.651170970997,24,36480.0,0.20833333333333334,0.31229638006652793,0.5688510912521275,-0.4227853848763688,0.45836208644228665,0.4842329631707742
PJM,2025-08-24,111618.0,77692.0,5152.0,3289.3874476560377,24,33926.0,0.20833333333333334,0.138601380917745,-0.43175261247645597,-0.4227853848763688,-0.7159366164350798,0.3683360919364633
PJM,2025-08-25,112363.0,79022.0,6107.0,3164.549595902636,24,33341.0,0.25,0.18075212175352456,0.26727923614153765,-0.10442942716667182,0.3436019307283904,0.47290676230125667
PJM,2025-08-26,107478.0,77153.0,6809.0,2979.8653553863614,24,30325.0,0.16666666666666666,-0.09563226614282871,0.7811225426649214,-0.741141342586066,-0.0556510660639733,0.4335026711226006
PJM,2025-08-27,100750.0,75381.0,6433.0,2702.8228667960025,24,25369.0,0.25,-0.47629023170407025,0.5059016263504025,-0.10442942716667182,-0.0748180325203396,0.4316109961697944
